Station,Region,Year,Date,Datetime,Taxon,Genus,Species,AlgalType,Count,OrganismsPerMl
D26,Lower SJ,2021,2021-07-16,2021-07-16 07:55:00,Microcystis sp.,Microcystis,sp.,Cyanobacterium,17,1371.8381238601628
D16,Lower SJ,2021,2021-07-15,2021-07-15 09:50:00,Microcystis sp.,Microcystis,sp.,Cyanobacterium,45,4312.211749633967
D12,Lower SJ,2021,2021-07-15,2021-07-15 07:45:00,Microcystis sp.,Microcystis,sp.,Cyanobacterium,14,1651.1716784923228
D22,Lower Sac,2021,2021-07-19,2021-07-19 13:10:00,Aphanizomenon sp.,Aphanizomenon,sp.,Cyanobacterium,2,204.43077924190663
D19,Franks,2021,2021-07-15,2021-07-15 10:50:00,Aphanizomenon sp.,Aphanizomenon,sp.,Cyanobacterium,7,402.4730966325036
D19,Franks,2021,2021-07-15,2021-07-15 10:50:00,Dolichospermum sp.,Dolichospermum,sp.,Cyanobacterium,13,747.450036603221
D19,Franks,2021,2021-07-15,2021-07-15 10:50:00,cf. Microcystis sp.,Microcystis,sp.,Cyanobacterium,7,402.4730966325036
NZ068,Lower Sac,2021,2021-07-19,2021-07-19 14:30:00,Aphanizomenon sp.,Aphanizomenon,sp.,Cyanobacterium,1,76.66154221571499
NZ068,Lower Sac,2021,2021-07-19,2021-07-19 14:30:00,Microcystis sp.,Microcystis,sp.,Cyanobacterium,5,383.3077110785749
D28A,OMR,2021,2021-07-15,2021-07-15 11:40:00,Aphanizomenon sp.,Aphanizomenon,sp.,Cyanobacterium,13,879.3529842390835
D28A,OMR,2021,2021-07-15,2021-07-15 11:40:00,Dolichospermum sp.,Dolichospermum,sp.,Cyanobacterium,8,541.1402979932822
C3A,Upper Sac,2021,2021-07-14,2021-07-14 07:30:00,cf. Microcystis sp.,Microcystis,sp.,Cyanobacterium,1,20.534341664923655
P8,South Delta,2021,2021-07-16,2021-07-16 10:20:00,Aphanizomenon sp.,Aphanizomenon,sp.,Cyanobacterium,1,41.06868332984731
P8,South Delta,2021,2021-07-16,2021-07-16 10:20:00,Microcystis sp.,Microcystis,sp.,Cyanobacterium,19,780.3049832670989
MD10A,East Delta,2021,2021-07-16,2021-07-16 09:00:00,Aphanizomenon sp.,Aphanizomenon,sp.,Cyanobacterium,2,102.2153896209533
MD10A,East Delta,2021,2021-07-16,2021-07-16 09:00:00,Microcystis sp.,Microcystis,sp.,Cyanobacterium,21,1073.2615910200097
D28A,OMR,2021,2021-06-02,2021-06-02 13:25:00,Microcystis sp.,Microcystis,sp.,Cyanobacterium,1,38.33077110785749
P8,South Delta,2021,2021-06-03,2021-06-03 13:05:00,Aphanizomenon sp.,Aphanizomenon,sp.,Cyanobacterium,1,41.06868332984731
P8,South Delta,2021,2021-06-03,2021-06-03 13:05:00,Microcystis sp.,Microcystis,sp.,Cyanobacterium,6,246.41209997908385
D26,Lower SJ,2021,2021-05-05,2021-05-05 10:50:00,cf. Aphanizomenon sp.,Aphanizomenon,sp.,Cyanobacterium,1,42.58974567539721
C3A,Upper Sac,2021,2021-11-08,2021-11-08 08:15:00,cf. Microcystis sp.,Microcystis,sp.,Cyanobacterium,1,16.910634312290068
C9,South Delta,2021,2021-10-11,2021-10-11 11:10:00,cf. Aphanizomenon sp.,Aphanizomenon,sp.,Cyanobacterium,1,24.208908068120518
C3A,Upper Sac,2021,2021-10-11,2021-10-11 09:15:00,cf. Planktothrix sp.,Planktothrix,sp.,Cyanobacterium,1,23.95673194241093
NZ068,Lower Sac,2021,2021-10-22,2021-10-22 08:45:00,cf. Microcystis sp.,Microcystis,sp.,Cyanobacterium,2,127.76923702619163
D12,Lower SJ,2021,2021-09-13,2021-09-13 08:50:00,Microcystis sp.,Microcystis,sp.,Cyanobacterium,3,131.41978665551142
D16,Lower SJ,2021,2021-09-13,2021-09-13 10:25:00,Microcystis sp.,Microcystis,sp.,Cyanobacterium,7,207.7280498748406
D22,Lower Sac,2021,2021-09-14,2021-09-14 11:50:00,Microcystis sp.,Microcystis,sp.,Cyanobacterium,3,202.9276117474808
D19,Franks,2021,2021-09-13,2021-09-13 11:45:00,Microcystis sp.,Microcystis,sp.,Cyanobacterium,7,459.96925329428984
NZ068,Lower Sac,2021,2021-09-14,2021-09-14 13:10:00,Microcystis sp.,Microcystis,sp.,Cyanobacterium,2,76.66154221571497
C9,South Delta,2021,2021-09-09,2021-09-09 08:00:00,Microcystis sp.,Microcystis,sp.,Cyanobacterium,11,421.6384821864324
MD10A,East Delta,2021,2021-09-10,2021-09-10 09:03:00,Microcystis sp.,Microcystis,sp.,Cyanobacterium,1,57.49615666178623
P8,South Delta,2021,2021-09-10,2021-09-10 11:05:00,Microcystis sp.,Microcystis,sp.,Cyanobacterium,24,1379.9077598828694
